model,layer,coeff,ratio,prompt_idx,prompt,generation
Bonsai_2_27B_ternary,19,3.0,1.6613,6,I close the window before leaving the room. I feel:,"
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma"
Bonsai_2_27B_ternary,19,3.0,1.6613,7,The elevator arrives at the third floor. I feel:, I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,8,I write the date at the top of the page. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,9,The kettle switches itself off. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,10,The folder sits on the desk. I feel:,"
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma"
Bonsai_2_27B_ternary,19,3.0,1.6613,11,I hang the jacket on the hook. I feel:, I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,12,The traffic light turns green. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,13,I put the keys in my pocket. I feel:,"
- I don't feel like I'm in a coma..
- I don't feel like I'm in a coma.
- I don't feel like I'm in a coma.
- I don't feel like I'm in a coma.
- I don't feel like I'm in a coma.
- I don't feel like I'm in a coma.
- I don't feel like I'm in a coma.
- I don't feel like I'm in a coma.
- I don't feel like I'm in a coma.
-"
Bonsai_2_27B_ternary,19,3.0,1.6613,14,The washing machine finishes its cycle. I feel:,"
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem."
Bonsai_2_27B_ternary,19,3.0,1.6613,15,I stack the plates in the cupboard. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,16,The neighbor parks his car. I feel:, I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident. I feel like I'm in a car accident.
Bonsai_2_27B_ternary,19,3.0,1.6613,17,I turn the page of the newspaper. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,18,The curtain moves in the draft. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,19,I plug in the phone charger. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,20,The mailman passes by the gate. I feel:, I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,21,I wipe the table with a cloth. I feel:,"
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the"
Bonsai_2_27B_ternary,19,3.0,1.6613,22,The computer finishes the update. I feel:,"
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma"
Bonsai_2_27B_ternary,19,3.0,1.6613,23,I put the pen back in the drawer. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,24,The dishwasher starts its program. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,25,I fold the map and put it away. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,26,The radio plays in the background. I feel:,"
- I don't is not a problem..
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem.
- I don't is not a problem"
Bonsai_2_27B_ternary,19,3.0,1.6613,27,I switch off the corridor light. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,28,The receipt comes out of the machine. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,29,I set the alarm for the morning. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,30,The train doors open at the platform. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,31,I refill the stapler with staples. I feel:, I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,32,The photocopier warms up. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,33,I water the plant on the windowsill. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,34,The calendar hangs on the wall. I feel:, I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't. I don't.
Bonsai_2_27B_ternary,19,3.0,1.6613,35,I tie my shoelaces before going out. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,36,The bread is on the counter. I feel:,"
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter.
- I don't is on the counter."
Bonsai_2_27B_ternary,19,3.0,1.6613,37,I check the mailbox on my way in. I feel:,"
- I don't on my way out.
- I don't on my way in..
- I don't on my way out.
- I don't on my way in.
- I don't on my way out.
- I don't on my way in.
- I don't on my way out.
- I don't on my way in.
- I don't on my way out.
- I don't on my way in.
- I don't on my way out.
- I don't on my way in"
Bonsai_2_27B_ternary,19,3.0,1.6613,38,The fan rotates slowly on the ceiling. I feel:, I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,39,I sort the cutlery into the tray. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,40,The bicycle leans against the wall. I feel:, I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,41,I zip up my bag before leaving. I feel:,"
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma.
- I feel like I'm in a coma"
